상호,설명,업소정보,리뷰
지화자,"1991년부터 국가무형문화재가 직접 운영하는 지화자는 서울의 중심부에 위치한 고급 전통 한식당이다. 지화자는 한국 음식 문화의 본질인 궁중음식을 선보이는 최고급 레스토랑으로 높은 평판을 얻었으며, 600년의 조선 왕조의 역사가 고스란히 담긴 정갈하고 품위 있는 음식을 선보인다. MSG, 인공 향신료 등 어떠한 첨가물을 사용하지 않고 천연재료와 조선 왕실의 숙련된 조리법으로 내어지는 지화자의 요리는 매우 건강하고 영양이 풍부하다. 지화자(Jiwhaja)는 3대에 걸쳐 전 세계에 한국의 전통 음식문화, 한국의 궁중음식을 홍보하기 위해 노력해왔고 앞으로도 계속 이어갈 것이다.","{'전화번호': '02-2269-5834', '웹사이트': 'http://www.jihwajafood.co.kr/', '홈페이지 언어': '한국어,영어, 중국어, 일본어', '이용시간': '11:30~15:00, 17:30~21:30 (18:30 라스트오더)', '휴무일': '매주 화요일은 정기휴일입니다.', '운영 요일': '월요일, 수요일~일요일', '대표메뉴': '● 풀코스\n      -장금만찬\n    - 진어별만찬\n    - 진어만찬\n ● 세트메뉴\n    - 소갈비수라\n    - 전복초수라\n    - 해물신선로수라', '주소': '03031  서울 종로구 자하문로 125 (청운동)', '교통 정보': '3호선 경복궁역 3번 출구에서 약 1.2km (도보 19분)'}","[{'review': '한국에 올때마다 들리는곳이 되었네요. 시간이 없는관게로  예약이 가능한런치에 갔어요. 갈때마다 너무나 맛있는 음식, 친절한 service 항상 기분 좋게먹고 대접받고 나오게되네요.  잊어지지 않는 한국의 궁중음식을 즐길수있는곳, 지화자 추천합니다.', 'score': '5'}, {'review': '정말 멋진 장소로, 지역 한식문화를 경험할 수 있는 곳입니다  음식은 정교하게 준비되어 있으며, 서비스 직원들도 매우 친절합니다. 어른들과 아이들 모두 편안한 서비스를 받을 수 있습니다. 한국어를 몰라도 걱정하지 않아도 되는데, 이곳에서는 영어도 잘 통합니다. 5개의 별을 주고 싶습니다.', 'score': '5'}, {'review': '나는 모두에게 여기에 갈 것을 추천합니다. 나는 항상 그것을 즐기고 음식은 훌륭합니다. 내 친구와 나는 오랫동안이 식당을 자주 방문했으며 항상 그것을 즐겼습니다.\n\n아주 좋은 위생 기준.', 'score': '5'}, {'review': '고급스런 식당이군요 친구랑 갔는데 깔끔하고 친절하게 잘 대해줬습니다. 사진은 안 찍어서 못 올리네요. 다음에 또 갈 것 같아요', 'score': '4'}, {'review': '10일전 가족모임을 지화자에서 했습니다. 지인이 자화자에서 가족식사를 했는데 조용하고,음식도 깔끔하고 맛도 좋다고 추천을 해주셨어요. 음식도 정성스럽게 만든게 느껴지고,서빙해주신 직원분들이 드시는방법, 재료에대한 설명도 잘해주셔서 식사시간이 즐거웠습니다. 개인별로 음식이 나와서 대접받는 느낌도 들어서 좋았어요.', 'score': '5'}]"
씨제이더마켓 제일제당센터점,"2018년 6월 1일에 문을 연 서울에서 가장 ‘핫’한 곳 중 하나. 특별한 미식과 새로운 라이프스타일, 식문화 트렌드를 경험할 수 있는 복합 식문화 공간이다. CJ제일제당의 모든 가정 간편식 브랜드 제품부터 해외 유명 브랜드 식재료까지 한꺼번에 쇼핑하고, 즉석에서 맛도 볼 수 있다. 정문을 열고 들어갔을 때 왼쪽에는 브랜드 스토어인 ‘올리브 그로서리’가, 오른쪽에는 레스토랑인 ‘올리브 델리’가 있다. 올리브 그로서리에서는 CJ제일제당의 가정 간편식제품과 신선한 식재료들을 보고, 즐기고, 쇼핑할 수 있다. 올리브 델리에서는 전문 셰프가 CJ제일제당의 가정 간편식 제품에 제철 식재료를 더해 개발한 외식 메뉴를 맛볼 수 있다. 이곳의 또 다른 특징은 세련된 ‘토핑 바’이다. 조식시간에 방문하면 CJ가정간편식 자판기에서 햇반 컵반을 구매한 후 무료로 자신의 입맛에 맞게 계란지단, 콩나물, 대파 슬라이스 등 각종 토핑들을 햇반 컵반에 얹어 먹을 수 있다. CJ가정간편식 자판기도 지나쳐서는 안 된다. 흔히 볼 수 있는 햇반 컵반이 아니다. 무려 ‘박보검 에디션’이라는 사실! 인스타그램에서 품절 여부를 따로 안내해줄 정도로 인기가 많으니, 헛걸음하지 않기 위해서는 미리 확인하도록 하자.","{'전화번호': '02-6740-7952', '웹사이트': 'https://www.instagram.com/CJOlivemarket/', '이용시간': '평일 09:00 - 21:00\n주말 11:00 - 21:00', '운영 요일': '매일', '대표메뉴': '비비고 닭한마리 죽, 제주 오겹살과 멜젓소스가 만난 고기 쌈밥정식, 문어랑 해초랑 비빔밥', '주소': '04560  서울 중구 동호로 330 (쌍림동, 씨제이제일제당센터)  지하1층', '교통 정보': '동대문 역사문화공원역 6번 출구에서 118m (도보 2분)'}",[]
명동교자,칼국수하면 떠오르는 원조 명동칼국수. 진하고 걸쭉한 칼국수의 맛이 그리울 땐‘명동교자’에 들러보자. 입 안 가득 퍼지는 햇밀의 향기와 부드럽고 차진 면발은 오감(五感)을 만족시키기에 충분하다. 닭 뼈를 장시간 푹 고아 우려 낸 육수는 한 번 맛을 들이면 다른 칼국수는 밋밋하게 느껴질 정도로 깊고 진하다.,"{'전화번호': '0507-1366-5348', '웹사이트': 'http://www.mdkj.co.kr', '이용시간': '10:30~21:00', '휴무일': '추석 당일', '대표메뉴': '칼국수, 비빔국수, 만두', '가격대': '1만원대', '주소': '04537  서울 중구 명동10길 29', '교통 정보': '4호선 명동역 8번 출구에서 약 183m (도보 2분)'}","[{'review': '일단 너무 불친절하네요\n서울에서 격은 최악의 식당.\n 젊은검은복장한 여직원은 손님을 화나게 하는 말투와 태도로 손님을 내쫓내요.\n다시는 아무리 맛이 있어도 이런직원교육안되는데는 안가고 싶네요.\n외국인들 보기도 넘 안좋네요.', 'score': '1'}, {'review': '남자 직원이 계속 햇빛 쪽으로 일행을 몰고, ""그럼 딴데 가시던지요"" 와 같은 말을 함. 여기 직원들은 정말 다 불친절함.', 'score': '1'}, {'review': '점심 에 가서 맛있게 먹었습니다 항상 대기가 길어서 힘들긴 하지만 먹고나면 너무 맛있어요 부모님 모시고 가서 먹었어요 모두 만족했어요', 'score': '5'}, {'review': '맛있습니다.\n근데 바빠서 그런지 직원들 응대는 불친절.\n가면 갈 수록 불친절...\n엄마께서 몇십년 전부터 가시던 곳이고 좋아하시는 곳이라 자주 가는 편인데 갈때마다 응대에 불쾌하네요...\n음식은 다 맛있습니다.', 'score': '4'}, {'review': '몇 년 만에 다시 갔는데 여전히 뛰어난 국물맛이 일품, 다만  양이 좀 줄어든 느낌과 면의 힘이 다소 약해진(?) 느낌.  시대에 맞게 주문은 키오스크에서 할 수 있음 (직원이 도와 줌), 처음 간 곳은 본점이었는데, 이번에는 분점에서 먹었는데 늦은 오후인데도 테이블이 만석... 양이 좀 줄어 든 느낌 외에는 만족함', 'score': '4'}]"
음악의 숲,"음악의 숲 카페를 들어서면, 벽면을 가득 채운 LP판들이 제일 먼저 눈에 들어온다. 그러고 나면 벽에 그려져 있는 비틀즈의 그림과 턴테이블을 돌리고 있는 DJ이자 주인장이 보인다. 과거에 그랬듯이 쪽지로 신청곡을 받아서 틀어준다. 영화 <써니>의 촬영지이기도 했다.","{'전화번호': '02-2274-2254', '이용시간': '월요일~토요일 18:00~24:00', '휴무일': '일요일', '이용요금': '', '대표메뉴': '테마카페', '주소': '04607  서울 중구 동호로 192 (신당동)', '교통 정보': '3,6호선 약수역 2번 출구에서 약 3m (도보 1분)'}",[]
마복림 할머니 막내 아들네 떡볶이,빨간 떡볶이의 원조 '신당동 떡볶이'를 만든 마복림 할머니의 며느리가 비법을 전수받아 운영하는 떡볶이 전문점이다. 신당동 떡볶이 타운 내에 위치하고 있다. 인기가 많아져 최근에는 택배 배송 서비스도 제공하고 있다.,"{'전화번호': '02-2253-1466', '웹사이트': 'http://xn--220b9hl7b09cc7ibcj00gh4p49w8p4b.com/', '홈페이지 언어': '한국어', '이용시간': '24시간', '대표메뉴': '떡볶이', '주소': '04611  서울특별시 중구 다산로 221  (신당동)', '교통 정보': '2, 6호선 신당역 8번 출구 300m 직진'}",[]
켄싱턴 호텔 뉴욕뉴욕,"켄싱턴 호텔의 양식 전문레스토랑 뉴욕뉴욕은 고급스러운 인테리어와 프라이빗 다이닝룸의 구비로 대한민국 국내 드라마의 실내 촬영장소로 최다 이용된 기록이 있다. 드라마 <솔 약국집 아들들>, <아내의 유혹>, <내조의 여왕>, <최고의 사랑> 등의 촬영에 이용된 바 있다.","{'전화번호': '02-6670-7270', '웹사이트': 'https://www.kensington.co.kr/hyd/dining/detail?idx=29', '홈페이지 언어': '한국어,영어, 중국어, 일본어', '이용시간': '11:30 ~ 21:00 (16:00~18:00 브레이크타임)', '운영 요일': '매일', '이용요금': '', '대표메뉴': '러브 인 뉴욕(1인 기준) - 159,000원', '주소': '07238  서울 영등포구 국회대로76길 16  켄싱턴호텔 1층', '교통 정보': '9호선 국회의사당역 1번 출구에서 약 528m (도보 7분)'}",[]
통인시장 기름떡볶이,통인시장의 기름떡볶이는 외국인들도 즐겨 찾는 한국 대표 음식이다. 기름떡볶이는 가마솥 뚜껑에 양념한 떡을 노릇하게 볶아내는 것이 특징이다. 종류는 기름과 간장을 혼합한 양념을 바르고 구운 흰 떡볶이와 고춧가루 양념을 바르고 볶은 빨간 떡볶이 두 종류가 있다. <통인시장의 대표 기름떡볶이집으로는 서울 떡볶이 3대 명가 중 한 곳으로 TV 미식 프로그램에 소개된바 있는 ‘원조 할머니 떡볶이집’과 지난 2014년 미국 존 케리 국무장관이 방한했을 때 다녀갔던 ‘효자동 옛날 떡볶이집’이 있다.,"{'전화번호': '02-725-4870', '웹사이트': 'https://mo1067.modoo.at/', '이용시간': '08:00 ~ 20:00 (점포별 상이)', '휴무일': '셋째 주 일요일 휴무', '운영 요일': '매일', '이것만은 꼭!': '재료 소진 시 영업 종료', '주소': '03036  서울 종로구 자하문로15길 13 (통인동)', '교통 정보': '3호선 경복궁역 2번 출구에서 약 569m (도보 8분)'}",[]
효자베이커리,"청와대를 돌아 골목을 따라 내려가다 보면 통인시장 옆에 위치한 빵집을 만날 수 있다 . 1987 년부터 35 년을 이어오고 있는 효자베이커리는 간판부터 예스럽고 정겹다 . 오랜 시간 방송과 매체를 통해 입소문이 난 서촌 1 호 빵집으로 단과자 , 도넛 , 고로케 등 옛날 빵집에서 맛볼 수 있던 빵들부터 요즘 인기 있는 발효빵과 베이글까지 준비되어 있어 선택의 폭이 넓다 . 워낙 유명하고 인기가 많은 곳이라 주말에는 품절 되는 것들도 많다 .","{'전화번호': '02-736-7629', '이용시간': '화요일~일요일 08:00 ~ 20:20\n* 준비된 상품 소진 시 조기 마감 됩니다.', '휴무일': '월요일', '운영 요일': '화요일~일요일', '이용요금': '양과자 호두타르트 6,000원, 콘브래드 7,000원, 아몬드센베이 7,000원 어니언크림치즈소보루 6,000원', '주소': '03036  서울 종로구 필운대로 54', '교통 정보': '3호선 경복궁역 2번 출구에서 697m (도보 10분)'}","[{'review': '서촌이라 불리는 지역에는 아름다운 추억을 기억 할 수 있는,\n\n좋은 맛을 제공하는 음식점이 많다.\n\n효자 베이커리도 좋은 맛을 갖고 있는 곳이다.\n\n80, 90년대를 추억하는 빵종류도 많은 편인데, 맛 또한 좋다.\n\n일반적으로 콘브래드가 인기상품이다.\n\n효자 베이커리 건너편에 빵과  음료를 같이 먹을 수 있는 까페도 있다.', 'score': '5'}, {'review': '콘브래드(5천원)가 인기 탑 3 중 하나라고 해서 부모님 드리려고 샀는데요. 집에 와서 먹어보니 역시 명불허전이라는 생각이 들었어요. 정말 맛있었고 부모님도 좋아하셨습니다', 'score': '4'}, {'review': '옥수수빵 진짜 맛있어요,,,\n유명하긴 해도 얼마나 맛있겠어 생각했는데\n정말 맛있더라구요\n효자베이커리에서만 맛 볼 수 있는 빵이에요\n단점은 웨이팅이 있다는 점..', 'score': '4'}, {'review': '옥수수빵 시그니처 빵이에요, 한 번 먹으면 중독성 강해서 종종 생각나요. 수시로 따뜻한 빵이 나와서 좋아요. 어니언크림빵도 맛있어요. 다만 줄이 길 때가 많아요', 'score': '5'}, {'review': '서촌에서 꽤 유명한 빵집이더라구요. 때마침 제일 유명한 콘브레드가 남아있어서 따뜻할 때 맛볼 수 있었는데 일반 고로케랑 맛이 비슷한데 고명이 푸짐하게 들어있어서 묵직하니 맛있더라구요. 같이 구매한 어니언크림치즈소보로도 맛있었어요. 여느 빵집에 비해 가격은 비싸지 않으면서 대체로 맛있는 빵을 파는 곳입니다. 유명할만해요.', 'score': '4'}]"
황생가칼국수,"황생가 칼국수(구 북촌칼국수)는 삼청동 대표 맛집으로 평양식 사골 칼국수 전문점이다. 왕만두와 사골 칼국수는 사골에 우려낸 육수와 부드러운 면발이 더해져 깊고 깔끔한 맛을 낸다. 대표 인기메뉴에는 9가지 야채와 쫄깃한 만두피로 만들어진 왕만두와 칼국수가 있다. 점심, 저녁시간대에는 항상 사람들로 북적거리므로 시간대를 피하는 것을 추천한다. 2020년 미쉐린 가이드에 선정되었다.","{'전화번호': '02-739-6334', '웹사이트': 'http://황생가칼국수.com/', '이용시간': '매일 11:00 ~ 21:30  (20:40 라스트오더)', '휴무일': '명절 휴무', '대표메뉴': '사골칼국수, 버섯전골, 왕만두국, 왕만두', '가격대': '1만원대', '주소': '03053  서울 종로구 북촌로5길 78 (소격동)', '교통 정보': '3호선 안국역 2번 출구에서 약 649m (도보 10분)'}","[{'review': '요즘 신종코로나바이러스 여파인지 사람이 많지 않았어요. 칼국수와 만두를 먹었는데 칼국수 면발이 너무 쫄깃하고 특히 국물은 제 취향...주변분들도 국물 리필 많이 하더라고요.', 'score': '5'}, {'review': '항상 줄서서 기다렸다가 먹는 칼국수집\n사골베이스 육수의 칼국수입니다.\n미슐랭 빕구루밍으로 몇 년간 선정되기도 해서\n더 인기가 많은가봐요.직접 빚은 만두도 맛있고\n김치도 맛있어요.지금처럼 추운 날에 딱인 메뉴입니다.6인 이상이면 미리 전화예약도 가능합니다.', 'score': '4'}, {'review': '칼국수 맛집이라고 해서 갔는데\n칼국수는 그냥 평범했어요\n칼국수보다는 함께 나오는 김치와 \n직접 만드는 만두가 정말 맛있었어요', 'score': '3'}, {'review': '칼국수를 좋아 하시는 분께 추천합니다. 사골육수를 사용하는 집으로 명동칼국수와는 다른 맛입니다. 설렁탕이나 곰탕의 육수를 상상하시면 안됩니다.  집에서 첨가물없이 사골을 끓일때 얻을 수 있는 깔끔한 맛에 고추의 매운맛이 적절히 가미되어 약간의 칼칼함이 있어 개운한 맛을 더해줍니다. 좀더 강한 육수의 맛을 원하신다면 추천하지 않습니다. 전통적인 평양냉면의...', 'score': '4'}, {'review': '사골 칼국수인데 육수가 진하지는 않다.\n\n진하지는 않지만 깊은맛이 육수의 특징이다.\n\n우동에 가까운 두툼한 면발이 매력적이다.\n\n숙주의 씹는 맛이 느껴지는 만두 또한 매력적이다', 'score': '4'}]"
카페 어니언,"70년대에 지어진 건물을 개조해 만든 카페다. 이 건물은 그동안 슈퍼, 식당, 가정집 그리고 얼마 전까지 금속부품 공장으로 사용되었다. 오래된 바닥과 벽면을 그대로 살려 세월의 흔적을 고스란히 느낄 수 있다. 이곳에서는 20여 종의 빵과 커피를 판매한다. 베이커리의 경우 ‘앙버터의 달인’으로 TV에 소개된 바 있는 ‘브래드05’의 제품을 맛볼 수 있다.","{'전화번호': '0507-1386-3238', '웹사이트': 'https://onionkr.com/#anchor2', '이용시간': '월요일~금요일 08:00~22:00\n주말 09:00~22:00\n(21:30 라스트오더)', '운영 요일': '매일 (명절 당일, 연휴 기간 정상 영업)', '주소': '04797  서울 성동구 아차산로9길 8 (성수동2가)', '교통 정보': '2호선 성수역 2번 출구에서 132m (도보 1분)'}","[{'review': '빵종류 많이 있지만 요즘엔 워낙 유사한 베이커리 카페들이 많으니 별로 특별할 것 까지는 없고 커피는 두가지 중에서 고를수 있지만 둘 다 신맛이 강했습니다.\n가장 좋았던 것은 넓직한 옥상이었네요. \n날 좋은 날 일광욕하기 좋습니다. 한여름엔 좀 무리겠지만 요즘같은 봄날엔 최고네요.', 'score': '4'}, {'review': '사람 엄청 많았고...기대를 너무해서 그런지 빵이 엄청 맛있진 않았어요! 커피는 마실만 했지만 빵드시러 가실꺼면 다른곳을 추천해요!', 'score': '3'}, {'review': '성수동에서 핫 한 카페 중 하나다. 베이커리를 겸하고 있는 곳으로 늘 손님이 많은 곳이다. 어니언 은 영어로 양파 다. 매운 양파를 생각하니 나는 눈물이 났다.', 'score': '4'}, {'review': '색다른 공간의 카페라 특이한만큼 사람들이\n많은 편. 빵 종류나 맛이 훌륭하진 않지만 먹기 나름 괜찮다. 앙버터의 빵은 공갈빵에 가깝다 그래서 아쉽다. 건강한 빵의 느낌은 없다. 카페이지만 커피 맛은 좀 부족하다. 맛도 양도 가격도 분위기를 보러 한번 또는 가끔 가는 것은 모르겠지만 여러모로 가성비는 좋지 않은 곳이다.', 'score': '3'}, {'review': '캐주얼 카페에 무슨 기대를 하겠냐만..\n조각케이크 하나에 7000원씩 하면서 플래스틱 나이프&포에 접시도 없이 쟁반에 들고가게 하는건 너무 했다 싶었음\n다신 오고싶지 않은...', 'score': '2'}]"
오목집,"< 별에서 온 그대>의 천송이(전지현)가 늙지 않는 도민준(김수현)을 의식해 피부 관리 차원에서 찾아간 유명 족발집이다. 직접 담근 된장으로 삶은 족발을 전문으로 판매하고 있다. 가족 단위에서 맛있게 즐기기 좋으며, 소박하고 아늑한 인테리어가 따뜻한 분위기를 더한다. 대표 메뉴인족발을 주문하면 해물냄비를 무료로 제공한다.","{'전화번호': '0507-1419-6692', '웹사이트': 'http://www.sgfco.kr/', '홈페이지 언어': '한국어', '이용시간': '14:00 ~ 23:00', '휴무일': '명절 당일', '운영 요일': '월요일~일요일', '대표메뉴': '족발', '주소': '07997  서울특별시 양천구 목동서로 155 (목동)', '교통 정보': '5호선 오목교역 2번 출구에서 약 493m (도보 6분)'}","[{'review': '방소에도 나왔던 족발집이라고 하네요. 개인적으로 가격은 약간 비싸다고 생각되는데 그만큼 맛이 좋아서 만족했어요. 고기가 부드럽고 맛있어요.', 'score': '4'}, {'review': '오목집\n매운족발과 꽃게탕\n족발은 매우 부드럽고\n꽃게탕 국물은 시원해요\n너무 맛있어서\n같이 간 친구들과 포장을 주문해서 왔어요', 'score': '5'}, {'review': '목동에서 아는 사람은 다 안다는 족발 맛집 !! 족발 양념이 너무 맛있어서 목동갈때마다 오목집 방문해요ㅎㅎ! \n기본 음식들도 너무 깔끔하고 족발의 기름짐을 싹 없애줘서 기본  음식도 버릴게 없어여~!\n기본부터 메인까지 완벽한 오목집!!\n족발 잡내도 전혀 안나고 껍질이 쫄깃쫄깃해서 식감도 좋아요~\n직원분들도 넘 친절하고 서비스도 굳굳~\n마지막 입가심으로...', 'score': '5'}, {'review': '목동에서 아는 사람은 다 안다는 족발맛집...\n목도에서 10년동안 꾸준한맛이에요~\n양배추랑 부추무침 무생채랑 족발이랑 같이먹음 진짜 맛나고 칼칼하고 시원한 해물냄비가 서비스로 나와서 술안주로 딱좋음요ㅋㅋ\n족발양념이 넘 맛있고 겉은쫄깃 속은 부드럽고 독발잡내가 안나서 짱임\n부추무침은 즉석에서 무쳐서 그런지 신선하고 고소하고 무생채는 아삭하고 진짜맛있어요...', 'score': '5'}, {'review': '목동에서 10년동안 장사해서 단골많은집, 시원한 해물냄비가 서비스로 나와서 족발이랑 같이 먹으면서 술안주로 너무 좋음. 껍질하고 살코기비율도 딱좋고 무생채랑 같이 먹으면 맛있음. 인테리어도 따뜻하니 아지트같고. 내가 아는 목동 맛집임', 'score': '4'}]"
마우스래빗,"흰색의 테라스가 인상적인 유럽풍 카페 마우스래빗은 슈퍼주니어의 멤버 예성과 그의 친동생이 운영하는 카페다. 서로 다른 분위기와 매력을 갖춘 3개 층의 매장은 취향에 맞는 층과 테이블을 선택하는 재미가 있다. ‘토끼굴’, ‘지하세계’로 불리는 지하 1층은 좌식형 테이블과 운치 있는 벽난로가 놓여 있고, 조도를 낮춰 더욱 편안하게 휴식을 취할 수 있다. 계산대와 야외테라스가 있는 1층과 아기자기한 소품과 피규어들로 장식된 매장과 야외 테라스가 있는2층까지세심한 손길로 구석구석 배치된 조명과 액자, 소품들이 돋보인다. 마우스래빗이 직접 디자인하고 수작업으로 제작한 페이퍼토이, 핸드폰케이스, 머그컵, 에코백 등 다양한 아트상품들은 이미 마니아층을 확보할 만큼 인기다.마우스래빗은 카페를 운영하는 예성과 그의 친동생이 각자의 띠를 상징하는 동물인 쥐와 토끼를 합쳐 마우스래빗으로 이름 붙였다고 한다. 매장 안 쇼케이스 위에는 예성의 사진들이 가득하고, 마우스래빗이 직접 제작하는 아트상품을 구매할 수도 있어 슈퍼주니어 팬들의 발길이 끊이지 않고 있다.","{'전화번호': '02-462-4015', '웹사이트': 'http://www.instagram.com/mouserabbit_official', '외국어 안내': '한국어 \n\t\t\t\t\t\t중국어(간체) \n\t\t\t\t\t\t일본어 \n\t\t\t\t\t\t영어 \n\t\t\t\t\t\t중국어(번체)', '이용시간': '매일 12:00 ~ 23:00', '이것만은 꼭!': '지하 1층은 좌식으로 벽난로가 있으며, 1층과 2층에는 테라스가 있다.', '대표메뉴': '아메리카노, 레몬모히또, 딸기빙수, 초코빙수', '주소': '05017  서울 광진구 능동로11길 10', '교통 정보': '2,7호선 건대입구역 3번 출구에서 약 201m (도보 3분)'}","[{'review': '슈퍼주니어 멤버중 한명이 운영한다고도 하고 사람도 많길래 가봤어요 음 그냥 저는 그랬어요 뭐 나쁘지도 좋지도 않은..ㅎㅎ', 'score': '4'}, {'review': '사람들이 줄 서 있어서 들어가본곳인데 연예인이 운영하는 곳이라고했어요 좌식자리도 있다고 햌ㅅ는데 거기는 꽉차서 앉을수가 없었어요ㅠ좌식자리 많았으면 편하고 아주 좋았을듯 ㅠㅠ 아쉬워요', 'score': '4'}, {'review': '슈퍼주니어 가수가 차린 곳이라고 해요..누구라고 하던데..\n아기자기한 소품이 인상적이에요.어두컴컴했던 기억이.ㅋㅋ\n토끼 그림 로고가 인상적이었던 곳', 'score': '3'}, {'review': '유명한것과 달리 가격은 너무 비싸고 커피맛은 무난할뿐.. 단 한번 이용하고 말았습니다 추천하고싶진않아요', 'score': '2'}, {'review': '하도 사람많아서 뭔가 했는데 슈퍼주니어가 운영하는 카페라고..\n아기자기하고 귀엽지만 사람이 너무 많아 시끄럽다.', 'score': '4'}]"
오장동함흥냉면,"오장동함흥냉면은 한혜선 사장이 한국전쟁 이후 오장동에서 시작한 냉면집으로, 함경도 사람들이 즐겨 먹던 함흥냉면을 전국적으로 알리게 된 곳이다. 1970년대 이후, 재개발이나 시대적 흐름에 따라 오장동에 있던 많은 함흥식 냉면집이 사라졌지만, 오장동함흥냉면은 매콤한 소스와 신선한 회 고명, 얇은 면발맛의 깊이를 더하면서 설탕, 참기름, 식초의 조화로 감칠맛을 더한 매력적인 냉면을 만들어왔기에 지금까지 자리를 지키고 있다.","{'전화번호': '02-2267-9500', '웹사이트': 'https://ojangmyeonok.modoo.at/', '이용시간': '11:00 ~ 20:00 (Break Time 15:30 ~ 17:00)', '휴무일': '화요일, 명절 휴무', '운영 요일': '월요일, 수요일~일요일', '대표메뉴': '냉면', '주소': '04559  서울 중구 마른내로 108 (오장동, 오장동함흥냉면)', '교통 정보': '2, 5호선 을지로4가역 8번 출구에서 약 356m (도보 5분)'}","[{'review': '서울 3대 함흥냉면이지만 가게하나가 공사중이라 이제 2대인가? 과거 같지는 않지만 그래도 기본은 하는가게다. 가격은 비싸지만 요새는 냉면이 너무 비싸서 비슷한 가격이다 웨이팅은 기본이다', 'score': '4'}, {'review': '내부가 깨끗하다. 음식은 맵다. 가격대는 적당하다. 맛있는 냉면집이다  주차하기 쉽다.  오래된냉면집이다.', 'score': '5'}, {'review': '오늘 다녀왔는데, 회•물•비빔냉면 전부 다 1만원이었고,  만두는 8천원인가 봐요. \n엄마는 회냉면 맛있다고 하셨고, 남편도 비빔냉면이 좋다고 했지만 입이 저렴한지 저는 풀*원 물냉면이 더 맛있어요. \n그런데 만두는 꽤 괜찮네요. 맛있었어요. \n만두가 먹고 싶어서 조만간 또 방문할지도 모르겠습니다.', 'score': '4'}, {'review': '하지만 이 맛을 위해 먼길을 오는 건 비추입니다.\n인근 함흥냉면과 차별화된맛은 느낄수없어요 \n차이라면 달고 안달고 정도\n어르신들은 좋아하십니다 \n가족식사로는 추천해요', 'score': '3'}, {'review': '둘이 같이 가면 회냉면하고 물냉면을 하나씩 시키면 좋아요.\n1층이 수리를 마치고 테이블 좌석이 되어서 편하게 앉을 수 있습니다.\n가격은 냉면이 9천원이고, 수육과 홍어회도 따로 팔아요.\n수육도 맛이 좋습니다.\n육수도 좋아요.', 'score': '5'}]"
수연산방,"전통산방으로, 한옥으로 되어 있어 전통스럽고 고풍스럽다. 우리나라 단편소설의 선구자인 이태준 씨의 집필 공간을 외종 손녀인 주인이 1998년부터 찻집으로 개방한 곳이다. 전통 차와 함께 나오는 죽순 인절미, 죽순 찹쌀떡 등의 다과도 즐길 수 있다. 단소, 소금 레슨을 원하면 문의 가능하다.","{'전화번호': '02-764-1736', '웹사이트': 'https://blog.naver.com/sooyeonsanbang1998', '이용시간': '수요일~금요일 11:30 ~ 17:50\n토요일 11:30 ~ 21:50 (브레이크타임 18:00 ~ 19:00)\n일요일 11:30 ~ 19:40', '휴무일': '월요일·화요일 휴무', '운영 요일': '수요일 - 일요일', '대표메뉴': '대추차, 엄마손 순 단호박범벅, 생강차, 단호박빙수', '가격대': '1만원대', '주소': '02837  서울 성북구 성북로26길 8 (성북동, 상허 이태준 가옥)', '교통 정보': '4호선 한성대입구역 5번 출구에서 약 1.3km (도보 23분)'}","[{'review': '서울에 한옥 찻집이 있다는 것만으로도 괜찮은 방문이기는 하나 딱 그만큼이였던 것 같아요. \n대추차. 쌍화차 이렇게 마셨는데 대략 25,000원 정도 나왔어요. 가격대비 맛이 너무 부족했고 양 또한,, 재방문은 어려울 곳이네요', 'score': '2'}, {'review': '근방을 지나가다가 우연히 들른다면, 혹은 근처에 음식을 먹으러 왔다가 후식 먹을 요량으로 간다면 상당히 괜찮은 곳입니다. 하지만 수연산방만을 위해서 멀리서 오신다면 약간 실망하실 수도 있어요. 규모는 큰 편이 아닙니다.', 'score': '4'}, {'review': '빈 자리가 없을 때도 많고, 영업 시간 변동이 있을 때도 있고, 차로만 갈 수 있고, 여하튼 여러모로 번거로움을 감수해야 하는 곳인데. 그럼에도 불구하고 드문 분위기와 전경을 갖고 있는 곳이지요. 전통차와 다식, 여름의 특별한 빙수까지 좋습니다. 비싸고요.', 'score': '4'}, {'review': '분위기나 차 맛은 좋아요. 하지만 가격이 사악해서 별4개. \n주차는 마침 나간 차가 있어서 그곳에 주차했지만 100% 주차 보장은 못해요.\n제가 간 날에는 차 마실 수 있는 시간을 2시간인가로 제한했었어요.\n전반적으로 서빙하시는 분들이 친절하고 나쁘지 않지만 가격이 너무 높다는 것.\n밥값보다 비싼 차값. 감안하고 가세요.', 'score': '4'}, {'review': '성북동에 위치한 이 찻집은 상허 이태준의 가옥을 사용하는 찻집 입니다. 한국 전통차를 취급하고 있으며, 간식거리 역시 한과와 같은 전통 메뉴를 선보이고 있습니다. 아름다운 고택에서 차를 마시고 있자면 나도 모르게 느긋한 기분이 되고 맙니다. 개인적으로는 비오는 날에 방문하는 것을 더 좋아합니다.', 'score': '4'}]"
